schemaVersion,warehouseId,warehouseName,brand,paletteName,warehouseCreatedAt,warehouseUpdatedAt,colorKey,hex,ownedCount,sourcePaletteName,isExtraColor,itemUpdatedAt,note
1,warehouse-1,亚麻96仓,MARD,96,2026-08-13T21:37:36.597Z,2026-09-11T20:52:35.381Z,C2,#A9F9FC,524,96,false,2026-09-11T20:52:35.381Z,User-confirmed starting stock: 541 per color
1,warehouse-1,亚麻96仓,MARD,96,2026-08-13T21:37:36.597Z,2026-09-11T20:52:35.381Z,C13,#CDE8FF,541,96,false,2026-09-11T19:53:21.642Z,User-confirmed starting stock: 541 per color
1,warehouse-1,亚麻96仓,MARD,96,2026-08-13T21:37:36.597Z,2026-09-11T20:52:35.381Z,D19,#D8C3D7,541,96,false,2026-09-11T19:53:21.642Z,User-confirmed starting stock: 541 per color
1,warehouse-1,亚麻96仓,MARD,96,2026-08-13T21:37:36.597Z,2026-09-11T20:52:35.381Z,E8,#FFDBE9,517,96,false,2026-09-11T20:52:35.381Z,User-confirmed starting stock: 541 per color
1,warehouse-1,亚麻96仓,MARD,96,2026-08-13T21:37:36.597Z,2026-09-11T20:52:35.381Z,A13,#FFC365,488,96,false,2026-09-11T20:52:35.381Z,User-confirmed starting stock: 541 per color
1,warehouse-1,亚麻96仓,MARD,96,2026-08-13T21:37:36.597Z,2026-09-11T20:52:35.381Z,A11,#FFDD99,541,96,false,2026-09-11T19:53:21.642Z,User-confirmed starting stock: 541 per color
1,warehouse-1,亚麻96仓,MARD,96,2026-08-13T21:37:36.597Z,2026-09-11T20:52:35.381Z,C10,#3EBCE2,478,96,false,2026-09-11T20:52:35.381Z,User-confirmed starting stock: 541 per color
1,warehouse-1,亚麻96仓,MARD,96,2026-08-13T21:37:36.597Z,2026-09-11T20:52:35.381Z,C6,#50AAF0,434,96,false,2026-09-11T20:52:35.381Z,User-confirmed starting stock: 541 per color
1,warehouse-1,亚麻96仓,MARD,96,2026-08-13T21:37:36.597Z,2026-09-11T20:52:35.381Z,D18,#A45EC7,355,96,false,2026-09-11T20:52:35.381Z,User-confirmed starting stock: 541 per color
1,warehouse-1,亚麻96仓,MARD,96,2026-08-13T21:37:36.597Z,2026-09-11T20:52:35.381Z,E3,#FFB7E7,541,96,false,2026-09-11T19:53:21.642Z,User-confirmed starting stock: 541 per color
1,warehouse-1,亚麻96仓,MARD,96,2026-08-13T21:37:36.597Z,2026-09-11T20:52:35.381Z,A10,#F77C31,541,96,false,2026-09-11T19:53:21.642Z,User-confirmed starting stock: 541 per color
1,warehouse-1,亚麻96仓,MARD,96,2026-08-13T21:37:36.597Z,2026-09-11T20:52:35.381Z,G9,#E6B483,541,96,false,2026-09-11T19:53:21.642Z,User-confirmed starting stock: 541 per color
1,warehouse-1,亚麻96仓,MARD,96,2026-08-13T21:37:36.597Z,2026-09-11T20:52:35.381Z,C11,#28DDDE,541,96,false,2026-09-11T19:53:21.642Z,User-confirmed starting stock: 541 per color
1,warehouse-1,亚麻96仓,MARD,96,2026-08-13T21:37:36.597Z,2026-09-11T20:52:35.381Z,C7,#3677D2,539,96,false,2026-09-11T20:52:35.381Z,User-confirmed starting stock: 541 per color
1,warehouse-1,亚麻96仓,MARD,96,2026-08-13T21:37:36.597Z,2026-09-11T20:52:35.381Z,D21,#9A009B,541,96,false,2026-09-11T19:53:21.642Z,User-confirmed starting stock: 541 per color
1,warehouse-1,亚麻96仓,MARD,96,2026-08-13T21:37:36.597Z,2026-09-11T20:52:35.381Z,D13,#B90095,541,96,false,2026-09-11T19:53:21.642Z,User-confirmed starting stock: 541 per color
1,warehouse-1,亚麻96仓,MARD,96,2026-08-13T21:37:36.597Z,2026-09-11T20:52:35.381Z,F13,#F35744,541,96,false,2026-09-11T19:53:21.642Z,User-confirmed starting stock: 541 per color
1,warehouse-1,亚麻96仓,MARD,96,2026-08-13T21:37:36.597Z,2026-09-11T20:52:35.381Z,G13,#B7714A,250,96,false,2026-09-11T20:52:35.381Z,User-confirmed starting stock: 541 per color
1,warehouse-1,亚麻96仓,MARD,96,2026-08-13T21:37:36.597Z,2026-09-11T20:52:35.381Z,B12,#166F41,541,96,false,2026-09-11T19:53:21.642Z,User-confirmed starting stock: 541 per color
1,warehouse-1,亚麻96仓,MARD,96,2026-08-13T21:37:36.597Z,2026-09-11T20:52:35.381Z,D3,#2F54AF,541,96,false,2026-09-11T19:53:21.642Z,User-confirmed starting stock: 541 per color
1,warehouse-1,亚麻96仓,MARD,96,2026-08-13T21:37:36.597Z,2026-09-11T20:52:35.381Z,D15,#2F1F90,492,96,false,2026-09-11T20:52:35.381Z,User-confirmed starting stock: 541 per color
1,warehouse-1,亚麻96仓,MARD,96,2026-08-13T21:37:36.597Z,2026-09-11T20:52:35.381Z,E7,#C63478,541,96,false,2026-09-11T19:53:21.642Z,User-confirmed starting stock: 541 per color
1,warehouse-1,亚麻96仓,MARD,96,2026-08-13T21:37:36.597Z,2026-09-11T20:52:35.381Z,F8,#BC0028,462,96,false,2026-09-11T20:52:35.381Z,User-confirmed starting stock: 541 per color
1,warehouse-1,亚麻96仓,MARD,96,2026-08-13T21:37:36.597Z,2026-09-11T20:52:35.381Z,G8,#753832,367,96,false,2026-09-11T20:52:35.381Z,User-confirmed starting stock: 541 per color
1,warehouse-1,亚麻96仓,MARD,96,2026-08-13T21:37:36.597Z,2026-09-11T20:52:35.381Z,A3,#FEFF8B,541,96,false,2026-09-11T19:53:21.642Z,User-confirmed starting stock: 541 per color
1,warehouse-1,亚麻96仓,MARD,96,2026-08-13T21:37:36.597Z,2026-09-11T20:52:35.381Z,B20,#C2F0CC,541,96,false,2026-09-11T19:53:21.642Z,User-confirmed starting stock: 541 per color
1,warehouse-1,亚麻96仓,MARD,96,2026-08-13T21:37:36.597Z,2026-09-11T20:52:35.381Z,D16,#E3E1EE,541,96,false,2026-09-11T19:53:21.642Z,User-confirmed starting stock: 541 per color
1,warehouse-1,亚麻96仓,MARD,96,2026-08-13T21:37:36.597Z,2026-09-11T20:52:35.381Z,D8,#E2D3FF,540,96,false,2026-09-11T20:52:35.381Z,User-confirmed starting stock: 541 per color
1,warehouse-1,亚麻96仓,MARD,96,2026-08-13T21:37:36.597Z,2026-09-11T20:52:35.381Z,E1,#FDD3CC,541,96,false,2026-09-11T19:53:21.642Z,User-confirmed starting stock: 541 per color
1,warehouse-1,亚麻96仓,MARD,96,2026-08-13T21:37:36.597Z,2026-09-11T20:52:35.381Z,G2,#FFC4AA,541,96,false,2026-09-11T19:53:21.642Z,User-confirmed starting stock: 541 per color
1,warehouse-1,亚麻96仓,MARD,96,2026-08-13T21:37:36.597Z,2026-09-11T20:52:35.381Z,B18,#E6EE49,541,96,false,2026-09-11T19:53:21.642Z,User-confirmed starting stock: 541 per color
1,warehouse-1,亚麻96仓,MARD,96,2026-08-13T21:37:36.597Z,2026-09-11T20:52:35.381Z,B10,#95D3C2,541,96,false,2026-09-11T19:53:21.642Z,User-confirmed starting stock: 541 per color
1,warehouse-1,亚麻96仓,MARD,96,2026-08-13T21:37:36.597Z,2026-09-11T20:52:35.381Z,D11,#B9BAE1,541,96,false,2026-09-11T19:53:21.642Z,User-confirmed starting stock: 541 per color
1,warehouse-1,亚麻96仓,MARD,96,2026-08-13T21:37:36.597Z,2026-09-11T20:52:35.381Z,D12,#DE9AD4,349,96,false,2026-09-11T20:52:35.381Z,User-confirmed starting stock: 541 per color
1,warehouse-1,亚麻96仓,MARD,96,2026-08-13T21:37:36.597Z,2026-09-11T20:52:35.381Z,E12,#F78FC3,541,96,false,2026-09-11T19:53:21.642Z,User-confirmed starting stock: 541 per color
1,warehouse-1,亚麻96仓,MARD,96,2026-08-13T21:37:36.597Z,2026-09-11T20:52:35.381Z,G3,#F4C3A5,541,96,false,2026-09-11T19:53:21.642Z,User-confirmed starting stock: 541 per color
1,warehouse-1,亚麻96仓,MARD,96,2026-08-13T21:37:36.597Z,2026-09-11T20:52:35.381Z,B14,#ADE946,500,96,false,2026-09-11T20:52:35.381Z,User-confirmed starting stock: 541 per color
1,warehouse-1,亚麻96仓,MARD,96,2026-08-13T21:37:36.597Z,2026-09-11T20:52:35.381Z,B19,#24B88C,541,96,false,2026-09-11T19:53:21.642Z,User-confirmed starting stock: 541 per color
1,warehouse-1,亚麻96仓,MARD,96,2026-08-13T21:37:36.597Z,2026-09-11T20:52:35.381Z,D2,#858EDD,541,96,false,2026-09-11T19:53:21.642Z,User-confirmed starting stock: 541 per color
1,warehouse-1,亚麻96仓,MARD,96,2026-08-13T21:37:36.597Z,2026-09-11T20:52:35.381Z,D20,#9C32B2,454,96,false,2026-09-11T20:52:35.381Z,User-confirmed starting stock: 541 per color
1,warehouse-1,亚麻96仓,MARD,96,2026-08-13T21:37:36.597Z,2026-09-11T20:52:35.381Z,E5,#F551A2,541,96,false,2026-09-11T19:53:21.642Z,User-confirmed starting stock: 541 per color
1,warehouse-1,亚麻96仓,MARD,96,2026-08-13T21:37:36.597Z,2026-09-11T20:52:35.381Z,F10,#8A4526,467,96,false,2026-09-11T20:52:35.381Z,User-confirmed starting stock: 541 per color
1,warehouse-1,亚麻96仓,MARD,96,2026-08-13T21:37:36.597Z,2026-09-11T20:52:35.381Z,B17,#9BB13A,470,96,false,2026-09-11T20:52:35.381Z,User-confirmed starting stock: 541 per color
1,warehouse-1,亚麻96仓,MARD,96,2026-08-13T21:37:36.597Z,2026-09-11T20:52:35.381Z,B7,#3DAF80,541,96,false,2026-09-11T19:53:21.642Z,User-confirmed starting stock: 541 per color
1,warehouse-1,亚麻96仓,MARD,96,2026-08-13T21:37:36.597Z,2026-09-11T20:52:35.381Z,C16,#1557A8,541,96,false,2026-09-11T19:53:21.642Z,User-confirmed starting stock: 541 per color
1,warehouse-1,亚麻96仓,MARD,96,2026-08-13T21:37:36.597Z,2026-09-11T20:52:35.381Z,D14,#8B279B,490,96,false,2026-09-11T20:52:35.381Z,User-confirmed starting stock: 541 per color
1,warehouse-1,亚麻96仓,MARD,96,2026-08-13T21:37:36.597Z,2026-09-11T20:52:35.381Z,E13,#B5006D,541,96,false,2026-09-11T19:53:21.642Z,User-confirmed starting stock: 541 per color
1,warehouse-1,亚麻96仓,MARD,96,2026-08-13T21:37:36.597Z,2026-09-11T20:52:35.381Z,F7,#971937,535,96,false,2026-09-11T20:52:35.381Z,User-confirmed starting stock: 541 per color
1,warehouse-1,亚麻96仓,MARD,96,2026-08-13T21:37:36.597Z,2026-09-11T20:52:35.381Z,E11,#FCDDD2,541,96,false,2026-09-11T19:53:21.642Z,User-confirmed starting stock: 541 per color
1,warehouse-1,亚麻96仓,MARD,96,2026-08-13T21:37:36.597Z,2026-09-11T20:52:35.381Z,E14,#FFD1BA,541,96,false,2026-09-11T19:53:21.642Z,User-confirmed starting stock: 541 per color
1,warehouse-1,亚麻96仓,MARD,96,2026-08-13T21:37:36.597Z,2026-09-11T20:52:35.381Z,F1,#FD957B,541,96,false,2026-09-11T19:53:21.642Z,User-confirmed starting stock: 541 per color
1,warehouse-1,亚麻96仓,MARD,96,2026-08-13T21:37:36.597Z,2026-09-11T20:52:35.381Z,A14,#FD543D,541,96,false,2026-09-11T19:53:21.642Z,User-confirmed starting stock: 541 per color
1,warehouse-1,亚麻96仓,MARD,96,2026-08-13T21:37:36.597Z,2026-09-11T20:52:35.381Z,M6,#B0A782,541,96,false,2026-09-11T19:53:21.642Z,User-confirmed starting stock: 541 per color
1,warehouse-1,亚麻96仓,MARD,96,2026-08-13T21:37:36.597Z,2026-09-11T20:52:35.381Z,M5,#D0CCAA,541,96,false,2026-09-11T19:53:21.642Z,User-confirmed starting stock: 541 per color
1,warehouse-1,亚麻96仓,MARD,96,2026-08-13T21:37:36.597Z,2026-09-11T20:52:35.381Z,E15,#F8C7C9,541,96,false,2026-09-11T19:53:21.642Z,User-confirmed starting stock: 541 per color
1,warehouse-1,亚麻96仓,MARD,96,2026-08-13T21:37:36.597Z,2026-09-11T20:52:35.381Z,F14,#FFA9AD,488,96,false,2026-09-11T20:52:35.381Z,User-confirmed starting stock: 541 per color
1,warehouse-1,亚麻96仓,MARD,96,2026-08-13T21:37:36.597Z,2026-09-11T20:52:35.381Z,F9,#E2677A,495,96,false,2026-09-11T20:52:35.381Z,User-confirmed starting stock: 541 per color
1,warehouse-1,亚麻96仓,MARD,96,2026-08-13T21:37:36.597Z,2026-09-11T20:52:35.381Z,F2,#FC3D46,541,96,false,2026-09-11T19:53:21.642Z,User-confirmed starting stock: 541 per color
1,warehouse-1,亚麻96仓,MARD,96,2026-08-13T21:37:36.597Z,2026-09-11T20:52:35.381Z,G14,#8D614C,391,96,false,2026-09-11T20:52:35.381Z,User-confirmed starting stock: 541 per color
1,warehouse-1,亚麻96仓,MARD,96,2026-08-13T21:37:36.597Z,2026-09-11T20:52:35.381Z,M9,#A58767,518,96,false,2026-09-11T20:52:35.381Z,User-confirmed starting stock: 541 per color
1,warehouse-1,亚麻96仓,MARD,96,2026-08-13T21:37:36.597Z,2026-09-11T20:52:35.381Z,E9,#E970CC,442,96,false,2026-09-11T20:52:35.381Z,User-confirmed starting stock: 541 per color
1,warehouse-1,亚麻96仓,MARD,96,2026-08-13T21:37:36.597Z,2026-09-11T20:52:35.381Z,E6,#F13D74,541,96,false,2026-09-11T19:53:21.642Z,User-confirmed starting stock: 541 per color
1,warehouse-1,亚麻96仓,MARD,96,2026-08-13T21:37:36.597Z,2026-09-11T20:52:35.381Z,F12,#FD4E6A,541,96,false,2026-09-11T19:53:21.642Z,User-confirmed starting stock: 541 per color
1,warehouse-1,亚麻96仓,MARD,96,2026-08-13T21:37:36.597Z,2026-09-11T20:52:35.381Z,F3,#F74941,514,96,false,2026-09-11T20:52:35.381Z,User-confirmed starting stock: 541 per color
1,warehouse-1,亚麻96仓,MARD,96,2026-08-13T21:37:36.597Z,2026-09-11T20:52:35.381Z,F11,#5A2121,530,96,false,2026-09-11T20:52:35.381Z,User-confirmed starting stock: 541 per color
1,warehouse-1,亚麻96仓,MARD,96,2026-08-13T21:37:36.597Z,2026-09-11T20:52:35.381Z,M12,#644749,476,96,false,2026-09-11T20:52:35.381Z,User-confirmed starting stock: 541 per color
1,warehouse-1,亚麻96仓,MARD,96,2026-08-13T21:37:36.597Z,2026-09-11T20:52:35.381Z,D5,#B843C5,541,96,false,2026-09-11T19:53:21.642Z,User-confirmed starting stock: 541 per color
1,warehouse-1,亚麻96仓,MARD,96,2026-08-13T21:37:36.597Z,2026-09-11T20:52:35.381Z,E10,#D33793,541,96,false,2026-09-11T19:53:21.642Z,User-confirmed starting stock: 541 per color
1,warehouse-1,亚麻96仓,MARD,96,2026-08-13T21:37:36.597Z,2026-09-11T20:52:35.381Z,F4,#FC283C,541,96,false,2026-09-11T19:53:21.642Z,User-confirmed starting stock: 541 per color
1,warehouse-1,亚麻96仓,MARD,96,2026-08-13T21:37:36.597Z,2026-09-11T20:52:35.381Z,F6,#943630,541,96,false,2026-09-11T19:53:21.642Z,User-confirmed starting stock: 541 per color
1,warehouse-1,亚麻96仓,MARD,96,2026-08-13T21:37:36.597Z,2026-09-11T20:52:35.381Z,G17,#78524B,541,96,false,2026-09-11T19:53:21.642Z,User-confirmed starting stock: 541 per color
1,warehouse-1,亚麻96仓,MARD,96,2026-08-13T21:37:36.597Z,2026-09-11T20:52:35.381Z,H6,#2F2B2F,433,96,false,2026-09-11T20:52:35.381Z,User-confirmed starting stock: 541 per color
1,warehouse-221,MARD 221,MARD,221,2026-09-11T19:38:55.032Z,2026-09-11T19:38:55.032Z,D17,#C4D4F6,1000,221,false,,base 1000
1,warehouse-221,MARD 221,MARD,221,2026-09-11T19:38:55.032Z,2026-09-11T19:38:55.032Z,D11,#B9BAE1,1000,221,false,,base 1000
1,warehouse-221,MARD 221,MARD,221,2026-09-11T19:38:55.032Z,2026-09-11T19:38:55.032Z,D2,#858EDD,1000,221,false,,base 1000
1,warehouse-221,MARD 221,MARD,221,2026-09-11T19:38:55.032Z,2026-09-11T19:38:55.032Z,C16,#1557A8,1000,221,false,,base 1000
1,warehouse-221,MARD 221,MARD,221,2026-09-11T19:38:55.032Z,2026-09-11T19:38:55.032Z,D16,#E3E1EE,1000,221,false,,base 1000
1,warehouse-221,MARD 221,MARD,221,2026-09-11T19:38:55.032Z,2026-09-11T19:38:55.032Z,D1,#AEB4F2,1000,221,false,,base 1000
1,warehouse-221,MARD 221,MARD,221,2026-09-11T19:38:55.032Z,2026-09-11T19:38:55.032Z,C7,#3677D2,1000,221,false,,base 1000
1,warehouse-221,MARD 221,MARD,221,2026-09-11T19:38:55.032Z,2026-09-11T19:38:55.032Z,D3,#2F54AF,2000,221,false,,base 1000 + purchased extra 1000
1,warehouse-221,MARD 221,MARD,221,2026-09-11T19:38:55.032Z,2026-09-11T19:38:55.032Z,C13,#CDE8FF,1000,221,false,,base 1000
1,warehouse-221,MARD 221,MARD,221,2026-09-11T19:38:55.032Z,2026-09-11T19:38:55.032Z,C17,#04D1F6,1000,221,false,,base 1000
1,warehouse-221,MARD 221,MARD,221,2026-09-11T19:38:55.032Z,2026-09-11T19:38:55.032Z,C6,#50AAF0,1000,221,false,,base 1000
1,warehouse-221,MARD 221,MARD,221,2026-09-11T19:38:55.032Z,2026-09-11T19:38:55.032Z,C9,#324BCA,1000,221,false,,base 1000
1,warehouse-221,MARD 221,MARD,221,2026-09-11T19:38:55.032Z,2026-09-11T19:38:55.032Z,C3,#A0E2FB,1000,221,false,,base 1000
1,warehouse-221,MARD 221,MARD,221,2026-09-11T19:38:55.032Z,2026-09-11T19:38:55.032Z,C10,#3EBCE2,1000,221,false,,base 1000
1,warehouse-221,MARD 221,MARD,221,2026-09-11T19:38:55.032Z,2026-09-11T19:38:55.032Z,C5,#01ACEB,1000,221,false,,base 1000
1,warehouse-221,MARD 221,MARD,221,2026-09-11T19:38:55.032Z,2026-09-11T19:38:55.032Z,C8,#0F54C0,1000,221,false,,base 1000
1,warehouse-221,MARD 221,MARD,221,2026-09-11T19:38:55.032Z,2026-09-11T19:38:55.032Z,C2,#A9F9FC,1000,221,false,,base 1000
1,warehouse-221,MARD 221,MARD,221,2026-09-11T19:38:55.032Z,2026-09-11T19:38:55.032Z,C4,#41CCFF,1000,221,false,,base 1000
1,warehouse-221,MARD 221,MARD,221,2026-09-11T19:38:55.032Z,2026-09-11T19:38:55.032Z,C11,#28DDDE,1000,221,false,,base 1000
1,warehouse-221,MARD 221,MARD,221,2026-09-11T19:38:55.032Z,2026-09-11T19:38:55.032Z,B7,#3DAF80,1000,221,false,,base 1000
1,warehouse-221,MARD 221,MARD,221,2026-09-11T19:38:55.032Z,2026-09-11T19:38:55.032Z,B10,#95D3C2,1000,221,false,,base 1000
1,warehouse-221,MARD 221,MARD,221,2026-09-11T19:38:55.032Z,2026-09-11T19:38:55.032Z,B6,#65E2A6,1000,221,false,,base 1000
1,warehouse-221,MARD 221,MARD,221,2026-09-11T19:38:55.032Z,2026-09-11T19:38:55.032Z,C15,#22C4C6,1000,221,false,,base 1000
1,warehouse-221,MARD 221,MARD,221,2026-09-11T19:38:55.032Z,2026-09-11T19:38:55.032Z,B19,#24B88C,1000,221,false,,base 1000
1,warehouse-221,MARD 221,MARD,221,2026-09-11T19:38:55.032Z,2026-09-11T19:38:55.032Z,D9,#D5B9F8,1000,221,false,,base 1000
1,warehouse-221,MARD 221,MARD,221,2026-09-11T19:38:55.032Z,2026-09-11T19:38:55.032Z,D6,#AC7BDE,1000,221,false,,base 1000
1,warehouse-221,MARD 221,MARD,221,2026-09-11T19:38:55.032Z,2026-09-11T19:38:55.032Z,D18,#A45EC7,1000,221,false,,base 1000
1,warehouse-221,MARD 221,MARD,221,2026-09-11T19:38:55.032Z,2026-09-11T19:38:55.032Z,D15,#2F1F90,1000,221,false,,base 1000
1,warehouse-221,MARD 221,MARD,221,2026-09-11T19:38:55.032Z,2026-09-11T19:38:55.032Z,D8,#E2D3FF,1000,221,false,,base 1000
1,warehouse-221,MARD 221,MARD,221,2026-09-11T19:38:55.032Z,2026-09-11T19:38:55.032Z,D12,#DE9AD4,1000,221,false,,base 1000
1,warehouse-221,MARD 221,MARD,221,2026-09-11T19:38:55.032Z,2026-09-11T19:38:55.032Z,D20,#9C32B2,1000,221,false,,base 1000
1,warehouse-221,MARD 221,MARD,221,2026-09-11T19:38:55.032Z,2026-09-11T19:38:55.032Z,D7,#8854B3,1000,221,false,,base 1000
1,warehouse-221,MARD 221,MARD,221,2026-09-11T19:38:55.032Z,2026-09-11T19:38:55.032Z,D19,#D8C3D7,1000,221,false,,base 1000
1,warehouse-221,MARD 221,MARD,221,2026-09-11T19:38:55.032Z,2026-09-11T19:38:55.032Z,E9,#E970CC,1000,221,false,,base 1000
1,warehouse-221,MARD 221,MARD,221,2026-09-11T19:38:55.032Z,2026-09-11T19:38:55.032Z,D13,#B90095,1000,221,false,,base 1000
1,warehouse-221,MARD 221,MARD,221,2026-09-11T19:38:55.032Z,2026-09-11T19:38:55.032Z,D14,#8B279B,1000,221,false,,base 1000
1,warehouse-221,MARD 221,MARD,221,2026-09-11T19:38:55.032Z,2026-09-11T19:38:55.032Z,E8,#FFDBE9,1000,221,false,,base 1000
1,warehouse-221,MARD 221,MARD,221,2026-09-11T19:38:55.032Z,2026-09-11T19:38:55.032Z,E3,#FFB7E7,1000,221,false,,base 1000
1,warehouse-221,MARD 221,MARD,221,2026-09-11T19:38:55.032Z,2026-09-11T19:38:55.032Z,D5,#B843C5,1000,221,false,,base 1000
1,warehouse-221,MARD 221,MARD,221,2026-09-11T19:38:55.032Z,2026-09-11T19:38:55.032Z,D21,#9A009B,1000,221,false,,base 1000
1,warehouse-221,MARD 221,MARD,221,2026-09-11T19:38:55.032Z,2026-09-11T19:38:55.032Z,E2,#FEC0DF,2000,221,false,,base 1000 + purchased extra 1000
1,warehouse-221,MARD 221,MARD,221,2026-09-11T19:38:55.032Z,2026-09-11T19:38:55.032Z,E4,#E8649E,1000,221,false,,base 1000
1,warehouse-221,MARD 221,MARD,221,2026-09-11T19:38:55.032Z,2026-09-11T19:38:55.032Z,E10,#D33793,1000,221,false,,base 1000
1,warehouse-221,MARD 221,MARD,221,2026-09-11T19:38:55.032Z,2026-09-11T19:38:55.032Z,E13,#B5006D,1000,221,false,,base 1000
1,warehouse-221,MARD 221,MARD,221,2026-09-11T19:38:55.032Z,2026-09-11T19:38:55.032Z,E12,#F78FC3,1000,221,false,,base 1000
